OBJECTID,NAME,GeoNew,SqMi,Zip_Code,Median_Inc,Median_I_1,Percent_Re,RSO,Occupied_H,RSO_per_Oc,Per_who_Pa,Population,High_Chang,Current_Ra,Future_Rai,Housing_Pr,Affordable,Eligible,F7indicato,F2000_est,Difference,Percent_Di,Exclusion_,SHAPE_Length,SHAPE_Area
896,2964.01,A06037296401,0.381481523397,90732,79516,17999,20.797546,322,1272,0.253145,40.131579,3273,0,0,0,0,0,Not Eligible,0,3216,57,1.770395004, ,0.0426129686493937,9.61161141558055e-05
897,1837.02,A06037183702,0.34456046231,90042,57037,6314,48.426897,298,1102,0.270417,26.258993,3252,0,0,0,0,0,Not Eligible,0,2546,706,27.72977219, ,0.0514273589758364,8.71940217350772e-05
898,1862.03,A06037186203,0.325361028134,90065,64219,13685,23.155306,175,1069,0.163704,36.866359,2846,0,0,0,0,0,Not Eligible,0,2977,-131,-4.40040309, ,0.0481692307948491,8.23448786920135e-05
899,2964.02,A06037296402,0.398188044109,90732,67935,17929,37.269773,182,1120,0.1625,30.154639,2774,0,0,0,0,0,Not Eligible,0,3082,-308,-9.993510707, ,0.0512375398619112,0.000100331170860848
900,2972.02,A06037297202,0.222348253582,90731,66292,19068,57.531172,852,1437,0.592902,25.752106,4019,0,0,0,0,0,Not Eligible,0,3424,595,17.37733645, ,0.0303432408625851,5.60102202455458e-05
901,2976.01,A06037297601,0.283524117376,90731,88683,18569,69.222011,713,1169,0.609923,21.271676,2689,0,0,0,0,0,Not Eligible,0,2974,-285,-9.579965342, ,0.0551025472839506,7.14107983985067e-05
902,2976.02,A06037297602,0.240223892505,90731,66522,13781,60.755814,882,1664,0.530048,15.101646,3791,0,0,0,0,0,Not Eligible,0,3460,331,9.566473988, ,0.0355054798744481,6.05067223280238e-05
903,1066.45,A06037106645,0.975951713126,91344,106519,13769,5.219386,0,1165,0,40.909091,3499,0,0,0,0,0,Not Eligible,0,2990,509,17.01624573, ,0.0881661936958564,0.000247521199632433
904,1211.02,A06037121102,2.91098002775,91352,77941,28343,33.029703,57,750,0.076,36.220472,2537,0,0,0,0,0,Not Eligible,0,2677,-140,-5.215050476, ,0.113165282415267,0.000737857295964858
905,1871.01,A06037187101,0.304253227331,90039,74311,13727,49.245879,681,1177,0.57859,28.125,2868,0,0,0,0,0,Not Eligible,0,3434,-566,-16.48307402, ,0.0387754588031164,7.70031846145253e-05
906,1882.01,A06037188201,0.299689332015,90027,65041,6962,74.792244,1361,1884,0.722399,17.483871,3255,0,0,0,0,0,Not Eligible,0,3319,-64,-1.928291654, ,0.0532902447129485,7.58447911054963e-05
907,1891.02,A06037189102,0.241067419372,90027,64668,8504,69.118136,1455,1791,0.812395,30.93415,3016,0,0,0,0,0,Not Eligible,0,3291,-275,-8.356122759, ,0.0356617860456173,6.10093828730737e-05
908,1892.02,A06037189202,0.398803343429,90027,89667,29582,42.746615,629,1168,0.538527,10.214168,2585,0,0,0,0,0,Not Eligible,0,2776,-191,-6.880403458, ,0.0526648899583976,0.000100927745738516
909,1349.05,A06037134905,0.99868347299,91367,93672,14897,78.262168,0,1655,0,22.566996,3356,0,0,0,0,0,Not Eligible,0,405,2951,728.6419753, ,0.0692991923701372,0.000252961373559594
910,1920.02,A06037192002,0.331394454986,90046,88064,14408,52.463433,812,1333,0.609152,16.389245,2642,0,0,0,0,0,Not Eligible,0,2671,-29,-1.08573568, ,0.0395363446590448,8.38402391519374e-05
911,1944.01,A06037194401,0.179064505038,90046,76058,27525,83.920705,793,1311,0.604882,15.71554,2454,0,0,0,0,0,Not Eligible,0,2423,31,1.279405695, ,0.0286363419545064,4.53023438316991e-05
912,1944.02,A06037194402,0.227395066187,90069,84198,25105,70.457776,1512,2042,0.740451,23.889637,3542,0,0,0,0,0,Not Eligible,0,3319,223,6.728837932, ,0.0431036500675034,5.75302312615685e-05
913,1952.01,A06037195201,0.231972287613,90027,70298,8797,78.126053,1354,1482,0.91363,20,2969,0,0,0,0,0,Not Eligible,0,2971,-2,-0.067317402, ,0.0418882413171523,5.87049630830359e-05
914,1952.02,A06037195202,0.338981110493,90027,107576,14229,45.391566,519,1440,0.360417,13.902054,3320,0,0,0,0,0,Not Eligible,0,3167,153,4.831070414, ,0.043421791050419,8.57795520545281e-05
915,2016.02,A06037201602,0.411435160231,90032,69637,5588,22.685789,198,809,0.244747,8.606557,3111,0,0,0,0,0,Not Eligible,0,2862,249,8.700209644, ,0.0579755711621793,0.000104081938191662
916,1411.01,A06037141101,0.293088367275,91423,70541,14451,68.884026,1420,2295,0.618736,24.285714,4571,0,0,0,0,0,Not Eligible,0,3803,768,20.19458322, ,0.0351293878839882,7.4209566134942e-05
917,1436.04,A06037143604,0.216927834953,91604,67286,10854,95.049834,352,1906,0.18468,30.891197,3024,0,0,0,0,0,Not Eligible,0,2775,249,8.972972973, ,0.0433676031057378,5.49192036035173e-05
918,2627.04,A06037262704,0.751514586321,90272,103333,26110,25.997089,420,1490,0.281879,30.021142,3452,0,0,0,0,0,Not Eligible,0,3404,48,1.411452692, ,0.0771667323974777,0.000190033870664617
919,2641.02,A06037264102,0.153075279265,90049,90714,15894,52.462527,1065,1564,0.680946,25.950054,2802,0,0,0,0,0,Not Eligible,0,2810,-8,-0.284697509, ,0.0297441870059712,3.87157072298235e-05
920,2652.02,A06037265202,0.222128815728,90024,80033,22283,67.561875,1425,1999,0.712856,36.653117,3807,0,0,0,0,0,Not Eligible,0,2791,1016,36.40272304, ,0.0360648021758615,5.61823067781373e-05
921,2627.06,A06037262706,0.895384009724,90272,161326,43252,18.865288,141,1353,0.104213,35.02994,3584,0,0,0,0,0,Not Eligible,0,3456,128,3.703703704, ,0.0657526929140969,0.000226401058445461
922,1011.22,A06037101122,1.02078403965,91042,116400,22553,13.375431,52,1206,0.043118,31.182796,3491,0,0,0,0,0,Not Eligible,0,3176,315,9.91813602, ,0.0962371799244646,0.000258820880645094
923,1096.04,A06037109604,0.453584334632,91345,67303,9313,23.358158,126,901,0.139845,22.727273,2954,0,0,0,0,0,Not Eligible,0,2788,166,5.954088953, ,0.0440312043700986,0.000114998333454009
924,1112.06,A06037111206,1.0125618623,91326,103500,29708,18.040042,0,1462,0,35.741445,4813,0,0,0,0,0,Not Eligible,0,4277,536,12.52256229, ,0.0723601305570601,0.000256735825198615
925,1131.01,A06037113101,0.874447158814,91311,91130,11103,15.274725,26,1152,0.022569,0,3740,0,0,0,0,0,Not Eligible,0,3434,306,8.911863036, ,0.0640164207286637,0.000221708717972987
926,1082.01,A06037108201,1.08295654885,91326,90732,7633,26.374012,0,1939,0,10.489511,5695,0,0,0,0,0,Not Eligible,0,4497,1198,26.63201538, ,0.091733395748929,0.000274647702941324
927,1171.01,A06037117101,0.300939914367,91343,77909,10654,31.362568,143,1292,0.110681,27.456647,5112,0,0,0,0,0,Not Eligible,0,3798,1314,34.5971564, ,0.0357861501286813,7.6277637038155e-05
928,2742.02,A06037274202,0.379615920875,90292,110734,31187,51.699791,1175,2201,0.533848,6.923077,3824,0,0,0,0,0,Not Eligible,0,4273,-449,-10.50783993, ,0.0583046769749281,9.59119101934642e-05
929,1131.02,A06037113102,1.41836381251,91311,112717,12301,7.167005,7,960,0.007292,43.333333,2983,0,0,0,0,0,Not Eligible,0,2809,174,6.188574762, ,0.0765767039777584,0.000359617404255119
930,1172.02,A06037117202,0.700286016031,91343,92917,8856,13.750532,4,656,0.006098,13.157895,2415,0,0,0,0,0,Not Eligible,0,2373,42,1.769911504, ,0.0539493113574603,0.000177505612045812
931,1190.01,A06037119001,0.41197810402,91331,67438,10423,23.341772,0,939,0,25.949367,3960,0,0,0,0,0,Not Eligible,0,3819,141,3.682805332, ,0.0425105072551427,0.0001044131710564
932,1190.02,A06037119002,0.656418731046,91331,60000,4755,32.676564,28,1536,0.018229,57.009346,7222,0,0,0,0,0,Not Eligible,0,6093,1129,18.536313, ,0.0651066409867546,0.000166392240083111
933,1254.02,A06037125402,0.268828657778,91602,66250,12510,74.467533,739,1970,0.375127,20.822281,3851,0,0,0,0,0,Not Eligible,0,3358,493,14.68135795, ,0.0338412204658488,6.80712344370164e-05
934,1351.13,A06037135113,0.248484815325,91367,73826,19177,94.752187,696,1423,0.489108,23.857475,3087,0,0,0,0,0,Not Eligible,0,2385,702,29.43396226, ,0.0417649940410199,6.29382231978313e-05
935,1371.03,A06037137103,0.29331164163,91367,67489,5434,59.559649,179,2303,0.077725,24.583333,4451,0,0,0,0,0,Not Eligible,0,4619,-168,-3.637150898, ,0.0351763737826846,7.42865542015502e-05
936,2127.02,A06037212702,0.340005349591,90005,65540,15480,55.197817,692,1495,0.462876,27.369668,3783,0,0,0,0,0,Not Eligible,0,3785,-2,-0.052840159, ,0.041520380064552,8.59929358894274e-05
937,2145.01,A06037214501,0.289473412428,90036,78390,19327,97.728055,1586,1620,0.979012,35.877863,2905,0,0,0,0,0,Not Eligible,0,2018,887,43.95441031, ,0.044454245522635,7.32237160587256e-05
938,2170.01,A06037217001,0.211783126807,90035,80510,15253,44.674768,469,1018,0.460707,34.375,2843,0,0,0,0,0,Not Eligible,0,2545,298,11.70923379, ,0.032279737073689,5.35594866786948e-05
939,1831.04,A06037183104,0.257419911116,90042,66842,20507,42.230518,192,766,0.250653,15.357143,2145,0,0,0,0,0,Not Eligible,0,2126,19,0.893697084, ,0.0491917083519803,6.51549181393625e-05
940,2060.31,A06037206031,1.82226565034,90021,75114,14348,59.532554,457,1712,0.266939,25.901328,3151,0,0,0,0,0,Not Eligible,0,1501,1650,109.9267155, ,0.106251928840016,0.000460732134211706
941,2737,A06037273700,0.266553374014,90291,75469,18334,40.202232,383,1253,0.305666,33.971292,2868,0,0,0,0,0,Not Eligible,0,2847,21,0.737618546, ,0.0336025329166507,6.7366904890634e-05
942,2738,A06037273800,0.286128967223,90291,85051,8196,59.377804,700,1593,0.439422,25.81262,3367,0,0,0,0,0,Not Eligible,0,3149,218,6.922832645, ,0.0518026744640304,7.23094199657507e-05
943,2741,A06037274100,0.242494825808,90292,108636,13260,65.388977,183,2282,0.080193,23.291492,4424,0,0,0,0,0,Not Eligible,0,2388,2036,85.25963149, ,0.0444567075029908,6.12786555470265e-05
944,2651,A06037265100,0.911575664125,90024,100966,13500,28.771384,425,1441,0.294934,42.352941,2572,0,0,0,0,0,Not Eligible,0,2541,31,1.219992129, ,0.0738674854294199,0.000230594702806159
945,2654.10,A06037265410,0.217376012248,90049,107500,27553,42.467621,228,626,0.364217,20.486111,1481,0,0,0,0,0,Not Eligible,0,1334,147,11.01949025, ,0.0431441029551096,5.49834569059298e-05
946,2110,A06037211000,1.02576801937,90020,127143,18207,23.449567,149,1608,0.092662,25.346535,4297,0,0,0,0,0,Not Eligible,0,4309,-12,-0.278486888, ,0.0769044945264753,0.000259462340211083
947,2654.20,A06037265420,0.282119064185,90049,156316,18219,28.421578,79,762,0.103675,33.6,2002,0,0,0,0,0,Not Eligible,0,1756,246,14.00911162, ,0.0370560316665593,7.13627611893205e-05
948,2655.20,A06037265520,0.2962150393,90024,79438,14275,71.247357,1018,2227,0.457117,22.303595,4258,0,0,0,0,0,Not Eligible,0,4330,-72,-1.661683019, ,0.0412114208877317,7.49111200825923e-05
949,2657,A06037265700,0.476092236251,90024,111188,31148,53.647811,1226,2379,0.515343,29.220288,5018,0,0,0,0,0,Not Eligible,0,4653,365,7.844401461, ,0.0468492306042575,0.000120418026383345
950,2678,A06037267800,0.444472867378,90064,100536,25186,33.851468,144,1135,0.126872,20.873786,2954,0,0,0,0,0,Not Eligible,0,2666,288,10.80270068, ,0.0461084472663851,0.000112388907611823
951,2671,A06037267100,0.426236508876,90025,91887,8941,47.110473,1221,2831,0.431296,19.090327,6294,0,0,0,0,0,Not Eligible,0,5382,912,16.9352459, ,0.043435024316431,0.000107794449228114
952,2672,A06037267200,0.453961160065,90025,77279,19008,56.909022,1204,2675,0.450093,30.707692,5254,0,0,0,0,0,Not Eligible,0,5412,-158,-2.920334378, ,0.0456595770012414,0.000114796568674426
953,2676,A06037267600,0.490120945335,90025,76140,10010,53.318825,566,1202,0.470882,24.264706,2757,0,0,0,0,0,Not Eligible,0,2740,17,0.615836515, ,0.0466985194395226,0.000123923245738759
954,2677,A06037267700,0.314540188477,90025,77357,17461,70.513201,823,1640,0.501829,23.224729,3371,0,0,0,0,0,Not Eligible,0,3218,153,4.754505904, ,0.0366048422542939,7.95333784335389e-05
955,2360,A06037236000,0.862549392303,90008,69020,7654,19.548699,327,2125,0.153882,28.672986,4344,0,0,0,0,0,Not Eligible,0,4183,161,3.860950341, ,0.110775843698191,0.000218040590153607
956,2690,A06037269000,0.881567407568,90064,115702,11190,41.677839,506,2306,0.219428,24.791859,5314,0,0,0,0,0,Not Eligible,0,4946,368,7.447831119, ,0.088618593066086,0.000222918870019586
957,2691,A06037269100,0.324030607464,90035,76538,15503,61.558627,1022,1932,0.528986,40.474308,4196,0,0,0,0,0,Not Eligible,0,3854,342,8.885066475, ,0.0380370394763989,8.19472860014008e-05
958,2693,A06037269300,0.852720230044,90064,154258,16283,18.658425,127,1547,0.082094,18.596491,4368,0,0,0,0,0,Not Eligible,0,3668,700,19.08396947, ,0.0612726105579244,0.000215620002944027
959,2695,A06037269500,0.538480790832,90034,166087,21399,3.994046,0,1414,0,0,4031,0,0,0,0,0,Not Eligible,0,3769,262,6.958840461, ,0.0530441110965203,0.000136165921294158
960,2697,A06037269700,0.346566845602,90034,66667,14641,54.013245,832,1650,0.504242,29.139785,3783,0,0,0,0,0,Not Eligible,0,4216,-433,-10.27039848, ,0.0456317480963254,8.7629083481498e-05
961,2623.02,A06037262302,1.18281656874,90049,168750,28243,9.519168,226,1174,0.192504,15.231788,3100,0,0,0,0,0,Not Eligible,0,2742,358,13.05616338, ,0.0946311726016296,0.00029921316707441
962,2712,A06037271200,0.202499292479,90064,62687,3745,82.785602,557,1150,0.484348,18.304033,2566,0,0,0,0,0,Not Eligible,0,2485,81,3.262017324, ,0.0435478599961734,5.11986949036158e-05
963,2714,A06037271400,0.443184690639,90066,99926,7463,19.554123,19,1355,0.014022,15.59633,3723,0,0,0,0,0,Not Eligible,0,3299,424,12.85237951, ,0.0444109985387916,0.00011202327887667
964,2612,A06037261200,2.93093920972,90077,133857,36361,16.752577,18,1684,0.010689,10.384615,3880,0,0,0,0,0,Not Eligible,0,4291,-411,-9.579920181, ,0.176795469439944,0.000741764162091357
965,2640,A06037264000,0.720398946284,90049,186711,72603,14.823965,177,1240,0.142742,27.678571,3238,0,0,0,0,0,Not Eligible,0,3199,39,1.219130978, ,0.0707079230856807,0.000182192018400787
966,2643.01,A06037264301,0.162158768066,90049,82694,8360,84.769891,2059,2913,0.706831,26.702215,5128,0,0,0,0,0,Not Eligible,0,4586,542,11.81857828, ,0.0269201428065215,4.10088804981485e-05
967,2643.02,A06037264302,0.646719533283,90049,91148,10759,61.625201,1636,2897,0.564722,20.798669,5587,0,0,0,0,0,Not Eligible,0,5381,206,3.831999942, ,0.0682343019364003,0.000163543717759855
968,2675.02,A06037267502,0.167843187607,90025,57421,9785,72.67423,787,1608,0.489428,21.268058,3085,0,0,0,0,0,Not Eligible,0,3294,-209,-6.34486946, ,0.0272950546563172,4.24396023160627e-05
969,2715,A06037271500,0.351385039694,90066,79294,13801,42.362843,460,1353,0.339985,25.682183,3225,0,0,0,0,0,Not Eligible,0,2883,342,11.86264308, ,0.0396475062618496,8.88264137567395e-05
970,2717.01,A06037271701,0.384964413606,90034,80031,15116,72.274633,1932,2763,0.69924,20.222119,5740,0,0,0,0,0,Not Eligible,0,5603,137,2.445118686, ,0.0422359167363563,9.7327173285831e-05
971,2723.01,A06037272301,0.231931668581,90066,67625,7538,59.841772,625,1320,0.473485,22.750643,3312,0,0,0,0,0,Not Eligible,0,3283,29,0.88333841, ,0.0382779944895315,5.86215635570337e-05
972,2731,A06037273100,0.45253000096,90291,109306,13013,27.99246,665,909,0.731573,33.94834,2123,0,0,0,0,0,Not Eligible,0,3615,-1492,-41.2724758, ,0.0476855444028871,0.000114376722345673
973,2732,A06037273200,0.247849537334,90291,80250,25916,81.181556,1117,1505,0.742193,22.091975,3486,0,0,0,0,0,Not Eligible,0,4363,-877,-20.10084804, ,0.0347048373145411,6.26393800560194e-05
974,2733,A06037273300,0.220811662539,90291,74219,17156,73.065751,1304,1661,0.785069,21.749226,3795,0,0,0,0,0,Not Eligible,0,4173,-378,-9.058231488, ,0.0342038960099479,5.58046894132298e-05
975,2736,A06037273600,0.227282265243,90291,113148,17214,44.552365,525,1182,0.444162,9.598604,2376,0,0,0,0,0,Not Eligible,0,2469,-93,-3.766707169, ,0.0332337422154356,5.74384809389908e-05
976,1066.03,A06037106603,3.98168206802,91344,99286,13607,19.840784,0,988,0,18.987342,3310,0,0,0,0,0,Not Eligible,0,3050,260,8.522649993, ,0.147604897041359,0.00101010173622144
977,1344.24,A06037134424,0.943101125658,91304,137917,17118,3.390462,0,946,0,15.384615,2684,0,0,0,0,0,Not Eligible,0,2948,-264,-8.953635183, ,0.0921600834686662,0.000238965632233487
978,1894,A06037189400,0.558601976659,90068,97591,18216,48.647109,808,1816,0.444934,18.796993,3523,0,0,0,0,0,Not Eligible,0,2968,555,18.70501308, ,0.0867874966009725,0.000141383925599491
979,8005.06,A06037800506,0.000124181755796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0586290424465807,3.13828934910269e-08
980,5312.02,A06037531202,5.48552773915e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00664722281245298,1.38681796847456e-08
981,5324,A06037532400,0.00424381232415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0978704573751742,1.0725478538548e-06
982,5328,A06037532800,0.00326177273762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.014383860633033,8.2424006027032e-07
983,6015.02,A06037601502,2.65703001841e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00512269268375733,6.7110780537676e-09
984,6016,A06037601600,6.15325040026e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00733716323026829,1.55388103262564e-08
985,5307,A06037530700,3.99241465128e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0268439222853152,1.00289284685421e-08
986,5308.01,A06037530801,4.06971145847e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00666831641252036,1.02917343956946e-09
987,5309.01,A06037530901,0.000808981984326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0094825954471437,2.04562975460182e-07
988,5312.01,A06037531201,0.0001059572218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00777312956618414,2.67876841227916e-08
989,5313.01,A06037531301,1.60126134886e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00599904445846902,4.04874320049597e-09
990,5410.01,A06037541001,0.00494588357763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0342506473348709,1.2483817738839e-06
991,7022.02,A06037702202,0.000742936816617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0105386480506951,1.87780994523775e-07
992,7023,A06037702300,0.00363750419091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0374786314448587,9.19713955260772e-07
993,6707.01,A06037670701,0.00188764605456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0653072662158363,4.75507854983511e-07
994,7002,A06037700200,0.000294683783928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0268819971926525,7.45593224067568e-08
995,7003,A06037700300,0.000582947047147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0369150957112649,1.47486324923184e-07
996,7032,A06037703200,0.00134002829622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0442872281808703,3.38703403034186e-07
997,7004,A06037700400,6.82582750112e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0305859222778642,1.72688867671864e-08
998,3021.02,A06037302102,0.00129429981476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0262154942903801,3.27652978533086e-07
999,3021.04,A06037302104,2.2335686009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00670929147726924,5.65521421182019e-09
1000,7006,A06037700600,0.00141371621669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0916760463373064,3.57742073010663e-07
1001,7007,A06037700700,0.00152184336911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0666522559822706,3.85059831733545e-07
1002,3104,A06037310400,8.05511894129e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0155673146766292,2.06479071277892e-08
1003,4608,A06037460800,0.000599802032905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0171916601722073,1.51858337165217e-07
1004,6003.04,A06037600304,0.00104306154783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0179851761531782,2.63413714900964e-07
1005,6028.01,A06037602801,0.00343662246378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0147794667148479,8.67811474614416e-07
1006,6028.02,A06037602802,0.000483304571595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0146308273651746,1.22028164434934e-07
1007,7001.01,A06037700101,0.000222371847106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00728759530062162,5.6263075202566e-08
1008,7005.01,A06037700501,0.000611232130117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0238258768860821,1.54640774323149e-07
1009,7005.02,A06037700502,3.79984471385e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0108487708054425,9.60350898167802e-09
1010,7008.01,A06037700801,1.38779744326e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0107785400653162,3.51139706825884e-09
1011,7008.02,A06037700802,0.000615099807174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0138242931802757,1.55591312573852e-07
1012,9800.33,A06037980033,6.20939281188e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0058209249492491,1.52699703447084e-09
1013,4806,A06037480600,0.000550059030762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0137738998469627,1.39210752176824e-07
1014,4807.02,A06037480702,7.21728416441e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0297041686695685,1.82672525286291e-08
1015,4808.02,A06037480802,5.27627887288e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00187053198965904,1.33406052930418e-10
1016,8001.02,A06037800102,0.00185225746671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.168387282993698,4.71888099254071e-07
1017,9302,A06037930200,0.0218960678976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.387685306669104,5.55440255616254e-06
1018,8001.01,A06037800101,1.48475947251e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.00178076424576398,3.7548117769277e-10
1019,7011,A06037701100,0.078748391419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.122105718182633,1.99173522501958e-05
1020,9800.21,A06037980021,2.68108038817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,"<500 people, Hansen Dam",0.162457833998853,0.000679782074766941
1021,7021.02,A06037702102,0.0018079188005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.029673685411744,4.56927528633128e-07
1022,5311.01,A06037531101,0.000584913719785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0199212300675197,1.47888679573969e-07
1023,9800.01,A06037980001,0.00688211423992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.057491970536683,1.74351986718811e-06
1024,9800.02,A06037980002,0.0028639615277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.104372681657411,7.2188502146805e-07
1025,9800.23,A06037980023,2.01479657716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,"<500 people, Chatsworth Reservoir",0.123280264777722,0.000510637505770476
1026,9800.28,A06037980028,6.64433553034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,"<500 people, LAX",0.253061660314273,0.00167809345574554
1027,6031.02,A06037603102,5.76600610334e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0145957192181184,1.45570240522738e-08
1028,6707.02,A06037670702,0.000804605849493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.0540322873182713,2.02715438725558e-07
1029,9203.03,A06037920303,0.0187928419897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Excluded from Analysis,-1,0,0,0,Tract mostly outside City Boundaries,0.181999169882477,4.76538040942629e-06
